DoNotOwnHome-Female-wine,
dairy-DoNotOwnHome-Female-fish,DoNotOwnHome-Female-wine-softdrink
Female-Homeowner,Male-DoNotOwnHome-cannedveg-frozenmeal-beer
Male-DoNotOwnHome-beer-softdrink,
freshmeat-dairy-Male-DoNotOwnHome-cannedmeat,
Male-cannedveg-frozenmeal-beer-Homeowner-cannedmeat,
Female-beer-Homeowner-fruitveg,
Female-cannedveg-Homeowner-fruitveg-softdrink,
confectionery-Female-beer-wine-Homeowner-fruitveg,freshmeat-Female-wine-Homeowner-softdrink
freshmeat-DoNotOwnHome-Female-fish-fruitveg-cannedmeat,
Male-fish-Homeowner,
Female-beer-Homeowner,
freshmeat-Male-cannedveg-frozenmeal-beer-Homeowner-fruitveg,
dairy-DoNotOwnHome-Female-cannedveg-beer,
Male-frozenmeal-Homeowner,
confectionery-Female-cannedveg-beer-wine-Homeowner-fruitveg-softdrink,
DoNotOwnHome-Female-fish-fruitveg-softdrink,
freshmeat-Female-Homeowner-softdrink,
freshmeat-confectionery-Female-frozenmeal-wine-Homeowner,
freshmeat-confectionery-Female-frozenmeal-Homeowner,
DoNotOwnHome-Female-fish-fruitveg,
DoNotOwnHome-Female-beer,
Male-DoNotOwnHome-cannedveg-frozenmeal-beer,
dairy-DoNotOwnHome-Female-frozenmeal-fruitveg-cannedmeat,
confectionery-Male-wine-Homeowner,
dairy-Male-cannedveg-frozenmeal-beer-Homeowner-fruitveg,
confectionery-Female-cannedveg-fish-wine-Homeowner,
confectionery-DoNotOwnHome-Female-cannedveg-wine-fruitveg,
DoNotOwnHome-Female,
freshmeat-confectionery-Female-cannedveg-fish-wine-Homeowner-softdrink-cannedmeat,
Male-cannedveg-frozenmeal-beer-Homeowner,
freshmeat-Male-Homeowner,confectionery-Female-beer-wine-Homeowner-fruitveg
dairy-Male-DoNotOwnHome-frozenmeal-fish-fruitveg,Male-fish-Homeowner
DoNotOwnHome-Female-frozenmeal,
Male-DoNotOwnHome-beer-fruitveg-cannedmeat,
dairy-confectionery-Female-wine-Homeowner-fruitveg,
freshmeat-confectionery-DoNotOwnHome-Female-cannedveg-fish-wine-fruitveg-softdrink,
freshmeat-Female-Homeowner,Male-cannedveg-frozenmeal-beer-Homeowner
Male-cannedveg-Homeowner-fruitveg,
dairy-confectionery-Male-frozenmeal-beer-Homeowner,confectionery-DoNotOwnHome-Female-cannedveg-wine
confectionery-Female-fish-wine-Homeowner-cannedmeat,
freshmeat-dairy-confectionery-Female-Homeowner-cannedmeat,
DoNotOwnHome-Female-wine,
confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fruitveg,
confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish-fruitveg,
dairy-confectionery-Female-Homeowner,
dairy-confectionery-Male-wine-Homeowner,
dairy-DoNotOwnHome-Female-cannedveg-fruitveg,
confectionery-Male-frozenmeal-Homeowner-cannedmeat,
Female-wine-Homeowner-cannedmeat,
Male-cannedveg-frozenmeal-beer-wine-Homeowner,
Male-DoNotOwnHome-cannedveg-beer,
freshmeat-DoNotOwnHome-Female-fish-fruitveg-softdrink,Male-Homeowner
dairy-Male-DoNotOwnHome-fish-fruitveg,freshmeat-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-softdrink-cannedmeat
DoNotOwnHome-Female-cannedmeat,
freshmeat-dairy-Male-DoNotOwnHome-cannedveg-frozenmeal-beer,
freshmeat-dairy-DoNotOwnHome-Female-fish-fruitveg-softdrink,
DoNotOwnHome-Female-frozenmeal-beer-cannedmeat,
Male-Homeowner,dairy-Male-cannedveg-frozenmeal-beer-Homeowner-softdrink
Female-cannedveg-frozenmeal-Homeowner,
Female-Homeowner-softdrink,
confectionery-DoNotOwnHome-Female-fruitveg,
Male-DoNotOwnHome-cannedveg-frozenmeal-beer,
freshmeat-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish-softdrink-cannedmeat,
Male-DoNotOwnHome-beer-cannedmeat,
confectionery-Female-wine-Homeowner,confectionery-Male-Homeowner-fruitveg-cannedmeat
confectionery-Female-Homeowner-fruitveg-softdrink,
Female-beer-Homeowner-softdrink,
confectionery-DoNotOwnHome-Female-softdrink,
freshmeat-Male-DoNotOwnHome-cannedveg-softdrink,
confectionery-DoNotOwnHome-Female-wine-cannedmeat,dairy-Male-Homeowner
Male-beer-fish-Homeowner,
Female-beer-fish-Homeowner-cannedmeat,
Female-beer-fish-Homeowner-fruitveg-softdrink,
Male-DoNotOwnHome,Female-fish-Homeowner-fruitveg
DoNotOwnHome-Female-beer,
dairy-Female-Homeowner-softdrink,Female-frozenmeal-beer-Homeowner
dairy-DoNotOwnHome-Female-cannedveg-beer-wine-softdrink,
freshmeat-Male-DoNotOwnHome-fish-fruitveg-softdrink,
freshmeat-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish-fruitveg-cannedmeat,
Male-Homeowner-fruitveg,
dairy-Female-cannedveg-Homeowner,
dairy-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish-fruitveg,Female-fish-Homeowner
dairy-DoNotOwnHome-Female-fish-fruitveg,Female-frozenmeal-beer-Homeowner
freshmeat-dairy-confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish,
Male-DoNotOwnHome,Female-fish-Homeowner-fruitveg
Male-cannedveg-Homeowner,confectionery-Male-cannedveg-frozenmeal-beer-Homeowner
Male-wine-Homeowner-fruitveg,
dairy-Female-Homeowner,DoNotOwnHome-Female-frozenmeal-cannedmeat
DoNotOwnHome-Female-frozenmeal-softdrink,
DoNotOwnHome-Female-frozenmeal-fruitveg-cannedmeat,
Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish,
confectionery-Male-beer-Homeowner,
Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish-wine-fruitveg-softdrink-cannedmeat,
Female-beer-Homeowner,
freshmeat-confectionery-Female-cannedveg-wine-Homeowner,
confectionery-Male-DoNotOwnHome-wine,confectionery-DoNotOwnHome-Female-wine-softdrink
freshmeat-Female-Homeowner-softdrink,
dairy-confectionery-Female-frozenmeal-fish-Homeowner-cannedmeat,
freshmeat-confectionery-Male-frozenmeal-Homeowner,
Male-DoNotOwnHome-wine,
Male-DoNotOwnHome-cannedmeat,
Female-Homeowner,Male-DoNotOwnHome-cannedveg-frozenmeal-beer
Male-cannedveg-frozenmeal-beer-wine-Homeowner,
freshmeat-Female-fish-Homeowner,
DoNotOwnHome-Female-beer-fish-wine-fruitveg,
Male-frozenmeal-Homeowner-fruitveg,
dairy-Female-Homeowner,DoNotOwnHome-Female-frozenmeal-cannedmeat
confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer,freshmeat-Female-cannedveg-wine-Homeowner
Female-cannedveg-frozenmeal-Homeowner-fruitveg,
freshmeat-Male-DoNotOwnHome-fish-fruitveg-softdrink-cannedmeat,
freshmeat-Male-cannedveg-frozenmeal-beer-Homeowner-fruitveg,
confectionery-Female-cannedveg-fish-Homeowner,
Female-Homeowner,Male-DoNotOwnHome-cannedveg-frozenmeal-beer
DoNotOwnHome-Female-cannedveg-beer-cannedmeat,
confectionery-DoNotOwnHome-Female-cannedveg-fish-wine-softdrink-cannedmeat,
freshmeat-DoNotOwnHome-Female-wine-fruitveg,
freshmeat-Male-cannedveg-frozenmeal-beer-Homeowner-fruitveg,
freshmeat-DoNotOwnHome-Female-fish,Male-Homeowner
Male-DoNotOwnHome-fish-fruitveg,
dairy-Male-DoNotOwnHome-fish,Male-DoNotOwnHome-fruitveg
confectionery-Female-beer-wine-Homeowner,
confectionery-Male-DoNotOwnHome-frozenmeal-fruitveg,
Male-DoNotOwnHome-cannedveg-frozenmeal-wine,
freshmeat-Female-Homeowner,Male-cannedveg-frozenmeal-beer-Homeowner
dairy-Male-wine-Homeowner,Male-fish-Homeowner
Male-Homeowner-softdrink,
confectionery-DoNotOwnHome-Female-cannedveg-fish-wine-fruitveg-softdrink,
dairy-Male-DoNotOwnHome-fish-fruitveg,freshmeat-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-softdrink-cannedmeat
freshmeat-confectionery-DoNotOwnHome-Female-wine-fruitveg,
confectionery-DoNotOwnHome-Female-frozenmeal-fish-fruitveg-softdrink-cannedmeat,
confectionery-Female-frozenmeal-beer-Homeowner,
confectionery-DoNotOwnHome-Female-cannedveg-beer-wine-cannedmeat,
Male-DoNotOwnHome-frozenmeal-fruitveg-cannedmeat,
Male-DoNotOwnHome-frozenmeal-beer-cannedmeat,
DoNotOwnHome-Female-cannedveg-frozenmeal,
Male-cannedveg-Homeowner-fruitveg,
DoNotOwnHome-Female-fish-fruitveg-softdrink,
confectionery-DoNotOwnHome-Female-frozenmeal-beer,
confectionery-DoNotOwnHome-Female-cannedveg-frozenmeal-beer-fruitveg-softdrink,
confectionery-Female-fish-wine-Homeowner-softdrink-cannedmeat,
confectionery-Female-Homeowner-softdrink,
confectionery-Male-DoNotOwnHome-cannedveg,
confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer,freshmeat-Female-cannedveg-wine-Homeowner
freshmeat-dairy-confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer,
DoNotOwnHome-Female-cannedveg-frozenmeal-beer-fish,
Female-wine-Homeowner-cannedmeat,
Male-DoNotOwnHome-frozenmeal-wine-fruitveg,
Female-Homeowner-softdrink-cannedmeat,
freshmeat-Male-cannedveg-frozenmeal-beer-wine-Homeowner,confectionery-Female-beer-wine-Homeowner-fruitveg
freshmeat-confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-softdrink-cannedmeat,Male-DoNotOwnHome-wine
DoNotOwnHome-Female,
freshmeat-confectionery-Female-Homeowner,
freshmeat-Male-DoNotOwnHome-frozenmeal-fruitveg,
dairy-Male-Homeowner,freshmeat-Male-cannedveg-frozenmeal-beer-wine-Homeowner
DoNotOwnHome-Female-beer-softdrink,
confectionery-Female-wine-Homeowner-softdrink,freshmeat-dairy-Male-cannedveg-frozenmeal-beer-wine-Homeowner-softdrink-cannedmeat
freshmeat-Male-DoNotOwnHome-frozenmeal,
freshmeat-Male-beer-wine-Homeowner-cannedmeat,
freshmeat-confectionery-Female-cannedveg-frozenmeal-Homeowner-cannedmeat,
Male-DoNotOwnHome-cannedveg-wine-fruitveg-softdrink,
Male-DoNotOwnHome-fish,
dairy-DoNotOwnHome-Female-frozenmeal,
Female-Homeowner-cannedmeat,
dairy-confectionery-DoNotOwnHome-Female-wine,Female-Homeowner
Male-cannedveg-frozenmeal-beer-Homeowner,
Male-DoNotOwnHome-beer-fish-fruitveg,
Female-beer-Homeowner,
confectionery-Male-DoNotOwnHome-cannedveg-fish-fruitveg,
freshmeat-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish-fruitveg-cannedmeat,
confectionery-Female-frozenmeal-wine-Homeowner-fruitveg,
DoNotOwnHome-Female-wine,
Male-DoNotOwnHome-frozenmeal,
dairy-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-wine,
DoNotOwnHome-Female-fish-fruitveg-cannedmeat,
confectionery-Female-wine-Homeowner-fruitveg,
freshmeat-dairy-DoNotOwnHome-Female-cannedveg-fish-wine,
Male-beer-wine-Homeowner,
DoNotOwnHome-Female-beer,
dairy-Female-Homeowner-fruitveg,DoNotOwnHome-Female-frozenmeal-cannedmeat
Male-cannedveg-frozenmeal-beer-Homeowner,
dairy-DoNotOwnHome-Female-frozenmeal-fish-fruitveg-cannedmeat,
Male-DoNotOwnHome,Female-fish-Homeowner-fruitveg
Male-cannedveg-frozenmeal-beer-Homeowner,
dairy-DoNotOwnHome-Female-fish-fruitveg,Female-frozenmeal-beer-Homeowner
DoNotOwnHome-Female-fish-fruitveg,
Male-DoNotOwnHome,Female-fish-Homeowner-fruitveg
confectionery-DoNotOwnHome-Female-cannedveg-fish-wine,
dairy-confectionery-Female-frozenmeal-beer-fish-wine-Homeowner-fruitveg,
Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fruitveg,
Male-DoNotOwnHome-frozenmeal-fruitveg,
Male-cannedveg-frozenmeal-beer-fish-Homeowner,
freshmeat-Male-Homeowner-fruitveg-softdrink,confectionery-Female-beer-wine-Homeowner-fruitveg
Male-DoNotOwnHome-cannedveg-fruitveg-cannedmeat,
confectionery-Male-DoNotOwnHome-cannedveg-frozenmeal-beer-fish,freshmeat-Female-cannedveg-frozenmeal-fish-Homeowner-cannedmeat
Male-DoNotOwnHome-cannedveg,
DoNotOwnHome-Female-cannedveg-fish,
freshmeat-Male-Homeowner,confectionery-Female-beer-wine-Homeowner-fruitveg
confectionery-Female-wine-Homeowner-fruitveg,
dairy-confectionery-Male-DoNotOwnHome-softdrink,
